old-organisation-entity,organisation-entity,old-entity,status,entity,reference,name,document-url,area-appraisal
48,48,44002424,200,44002424,CA01,Monken Hadley,https://www.barnet.gov.uk/sites/default/files/assets/citizenportal/documents/planningconservationandbuildingcontrol/MonkenHadley.pdf,https://www.barnet.gov.uk/sites/default/files/assets/citizenportal/documents/common/planningmonkenhadleyconservationareaappraisal.pdf,
16,16,44002424,200,44002424,1156,Monken Hadley,,
48,144,44008885,301,44002424,COA00000379,
48,144,44009015,301,44002424,COA00000705,
48,48,44002423,200,44002423,CA03,Wood Street,https://www.barnet.gov.uk/sites/default/files/assets/citizenportal/documents/planningconservationandbuildingcontrol/238231WoodStreetnoarticle4.pdf,https://www.barnet.gov.uk/sites/default/files/assets/citizenportal/documents/common/woodstreet.pdf
16,16,44002423,200,44002423,7062,Wood Street
48,144,44008879,301,44002423,COA00000359,
48,48,44002420,200,44002420,CA04,The Watling Estate,https://www.barnet.gov.uk/sites/default/files/assets/citizenportal/documents/planningconservationandbuildingcontrol/WatlingEstate.pdf,https://www.barnet.gov.uk/sites/default/files/assets/citizenportal/documents/planningconservationandbuildingcontrol/watlingestatecaappraisaljun2007.pdf
16,16,44002420,200,44002420,7038,Watling Estate
48,144,44009020,301,44002420,COA00000711,
48,48,44002419,200,44002419,CA05,Moss Hall Crescent,https://www.barnet.gov.uk/sites/default/files/assets/citizenportal/documents/planningconservationandbuildingcontrol/MossHallCrescent.pdf,https://www.barnet.gov.uk/sites/default/files/assets/citizenportal/documents/planningconservationandbuildingcontrol/MossHallCrescentappraisal/Onlineadoptedappraisal.pdf
16,16,44002419,200,44002419,7242,Moss Hall Crescent
48,48,44002418,200,44002418,CA06,Glenhill Close,https://www.barnet.gov.uk/sites/default/files/assets/citizenportal/documents/planningconservationandbuildingcontrol/GlenhillClose.pdf,https://www.barnet.gov.uk/sites/default/files/assets/citizenportal/documents/common/glenhillclose.pdf
16,16,44002418,200,44002418,6945,Glenhill Close
48,48,44002416,200,44002416,CA07,College Farm,https://www.barnet.gov.uk/sites/default/files/assets/citizenportal/documents/planningconservationandbuildingcontrol/CollegefarmConservationArea.pdf,
16,16,44002416,200,44002416,7064,Finchley College Farm
48,48,44002415,200,44002415,CA08,"Hendon, Church End",https://www.barnet.gov.uk/sites/default/files/assets/citizenportal/documents/planningconservationandbuildingcontrol/HendonChurchEnd.pdf,https://www.barnet.gov.uk/sites/default/files/assets/citizenportal/documents/planningconservationandbuildingcontrol/HendonChurchEndFinal.pdf
16,16,44002415,200,44002415,7251,Hendon Church End
48,144,44009018,301,44002415,COA00000713,
48,48,44002412,200,44002412,CA10,Hampstead Village (Heath Passage),https://www.barnet.gov.uk/sites/default/files/assets/citizenportal/documents/planningconservationandbuildingcontrol/mapheathpassage.pdf,
16,16,44002412,200,44002412,7063,Hampstead Village (Heath Passage)
48,48,44002411,200,44002411,CA11,Cricklewood Railway Terraces,https://www.barnet.gov.uk/sites/default/files/assets/citizenportal/documents/planningconservationandbuildingcontrol/CricklewoodRailwayterrace.pdf,https://www.barnet.gov.uk/sites/default/files/assets/citizenportal/images/ConservationandHeritage/FinalRTCappraisal.pdf
16,16,44002411,200,44002411,6944,Railway Terraces Cricklewood
48,48,44002422,200,44002422,CA12,Totteridge,https://www.barnet.gov.uk/sites/default/files/assets/citizenportal/documents/planningconservationandbuildingcontrol/Totteridge.pdf,https://www.barnet.gov.uk/sites/default/files/assets/citizenportal/documents/common/totteridgecaappraisalmay2008.pdf
16,16,44002422,200,44002422,6949,Totteridge
48,144,44008888,301,44002422,COA00000392,
48,48,44002421,200,44002421,CA13,Mill Hill,https://www.barnet.gov.uk/sites/default/files/assets/citizenportal/documents/planningconservationandbuildingcontrol/MillHill.pdf,https://www.barnet.gov.uk/sites/default/files/assets/citizenportal/documents/common/millhillcaappraisalapr2008.pdf
16,16,44002421,200,44002421,6948,Mill Hill
48,144,44009019,301,44002421,COA00000709,
48,48,44006529,200,44006529,CA14,Finchley Church End,https://www.barnet.gov.uk/sites/default/files/assets/citizenportal/documents/planningconservationandbuildingcontrol/FinchleyChurchEnd.pdf,https://www.barnet.gov.uk/sites/default/files/assets/citizenportal/documents/common/finchleychurchendcaappraisalaug2011.pdf
16,16,44006529,200,44006529,7240,Finchley Church End
48,144,44008887,301,44006529,COA00000391,
48,48,44004082,200,44004082,CA15,Hampstead Garden Suburb,https://www.barnet.gov.uk/sites/default/files/assets/citizenportal/documents/planningconservationandbuildingcontrol/HGSboundary.pdf,https://www.barnet.gov.uk/node/7669,https://www.barnet.gov.uk/sites/default/files/2021-08/hgs_trust_design_guidance_web.pdf
16,16,44004082,200,44004082,6947,Hampstead Garden Suburb
48,144,44009021,301,44004082,COA00000712,
48,48,44009828,200,44009828,CA16,Golders Green Town Centre,https://www.barnet.gov.uk/sites/default/files/assets/citizenportal/documents/planningconservationandbuildingcontrol/GoldersGreen.pdf,https://www.barnet.gov.uk/sites/default/files/assets/citizenportal/documents/common/goldersgreentowncentrecaaug2011.pdf,
48,48,44002414,200,44002414,CA17,"Hendon, The Burroughs",https://www.barnet.gov.uk/sites/default/files/assets/citizenportal/documents/planningconservationandbuildingcontrol/TheBurroughsHendonCA.pdf,https://www.barnet.gov.uk/sites/default/files/assets/citizenportal/documents/planningconservationandbuildingcontrol/TheBurroughsFinal.pdf
16,16,44002414,200,44002414,7250,Hendon The Burroughs
48,144,44008884,301,44002414,COA00000384,
48,48,44002417,200,44002417,CA18,Finchley Garden Village,https://www.barnet.gov.uk/sites/default/files/assets/citizenportal/documents/planningconservationandbuildingcontrol/229681FinchleyGardenVillage.pdf,https://www.barnet.gov.uk/sites/default/files/fgv_character_appraisal_final_version.pdf,https://www.barnet.gov.uk/sites/default/files/fgv_-_design_guidance_-_final_version.pdf
16,16,44002417,200,44002417,7241,Finchley Garden Village
48,144,44009017,301,44002417,COA00000710,
